"","age","body_type","diet","drinks","drugs","education","ethnicity","height","income","job","last_online","location","offspring","orientation","pets","religion","sex","sign","smokes","speaks","status","essay0"
"46864",34,"average","mostly anything","rarely","never","graduated from college/university","white",72.98,NA,NA,2012-06-03 06:46:00,"san francisco, california",NA,"straight",NA,NA,"m",NA,"no","english (fluently), german (fluently), french (okay), spanish (okay)","single","round peg, meet square hole: i am a bit of a hard case to fit into any mold...    it is therefore best if you just think of me as being well"
"10037",24,"fit",NA,"socially","never","graduated from college/university","white",71.98,NA,"computer / hardware / software",2012-06-29 00:45:00,"san francisco, california",NA,"straight",NA,"agnosticism","m","taurus but it doesn't matter","no","english (fluently)","seeing someone","i'm here to learn more about what makes dating websites good and bad. message me if you have ideas to make online dating better!    ----    "
"12654",28,"average","anything","socially","never","working on college/university","hispanic / latin",70.95,NA,"transportation",2012-06-27 10:47:00,"south san francisco, california",NA,"straight","likes dogs","catholicism","m","aquarius but it doesn't matter","no","english (fluently), spanish (fluently)","single","born and raised in san salvador, el salvador, living in the bay area for the last four years, it's been a great time here in the bay, i am a"
"15969",25,"average","mostly anything",NA,NA,"working on college/university","other",71.91,NA,NA,2012-06-29 15:02:00,"oakland, california",NA,"gay",NA,"agnosticism but not too serious about it","m","taurus but it doesn't matter","yes","english (okay)","single","so many things can be said about me, depending on who you ask. luckily i can tell you the good stuff. i have tried doing many things in my l"
"16693",30,"athletic",NA,"socially","never","graduated from ph.d program","white",72.98,NA,"science / tech / engineering",2012-06-26 21:33:00,"san francisco, california",NA,"straight",NA,NA,"m",NA,"no","english","single",NA
"28430",31,"a little extra","mostly anything","socially","never","graduated from college/university","white",68.15,NA,"science / tech / engineering",2012-06-26 18:53:00,"san francisco, california","doesn't have kids, but wants them","straight","likes dogs and likes cats","agnosticism but not too serious about it","m","virgo but it doesn't matter","no","english (fluently), spanish (fluently), italian (fluently), french (fluently), portuguese (fluently)","single","so after quite a while i'm giving this a go! so, let's see how it goes: i'm a bit a citizen of the world who loves travelling and lucky enou"
"16155",24,"thin","anything","socially","never",NA,"white",69.06,NA,"student",2012-06-26 20:59:00,"san francisco, california",NA,"gay",NA,NA,"m","aries","no","english","single","i'm a pretty laid-back, nice, friendly and adventurous guy looking to meet new people. i moved here about a year ago from chicago and really"
"27434",43,"athletic",NA,"socially","sometimes","graduated from masters program","white",70.13,100000,"computer / hardware / software",2012-04-05 00:47:00,"san francisco, california","doesn't have kids, but might want them","bisexual","likes dogs","agnosticism and laughing about it","m","sagittarius and it's fun to think about","no","english, russian (poorly)","available","ok, this is evidently my chance to impress you in some way. but i'm experienced enough to know that as much as i think i understand what wom"
"43799",40,NA,NA,"socially","never",NA,"white",73.84,NA,NA,2012-01-30 16:38:00,"emeryville, california",NA,"straight",NA,NA,"m",NA,"no","english","single","i own bars so my schedule is all over over the place. you need to be someone who is independent, have your own life which is full already, b"
"30064",29,"athletic","strictly anything","socially","never","graduated from college/university","white",69.92,100000,"sales / marketing / biz dev",2012-03-01 00:40:00,"san francisco, california","doesn't have kids, but might want them","straight",NA,"other","m",NA,"when drinking","english","single",NA
"28101",32,"athletic","strictly anything",NA,"never","graduated from college/university","other",72.98,NA,"executive / management",2011-09-21 08:55:00,"oakland, california",NA,"straight","likes dogs and likes cats","other and somewhat serious about it","m",NA,NA,"english (fluently), spanish (okay), english (poorly), arabic (poorly)","single","i am totally involved in life. there is no shortcuts and i like to take my time. great things can never be rushed."
"19638",30,"used up","strictly anything","often","never","graduated from college/university","white",76.06,NA,"other",2012-06-25 20:45:00,"san francisco, california",NA,"straight","likes dogs and likes cats","agnosticism and laughing about it","m","scorpio and it's fun to think about","no","english (fluently), french (okay), russian (okay), czech (poorly), spanish (poorly)","seeing someone"," ...and i'm away. sorry lovely ladies, i'm all the way off the market these days. my days are occupied by somaudlin. she's hot. godspeed and"
"39151",32,"athletic","mostly anything","very often","sometimes","graduated from college/university",NA,71,NA,NA,2011-10-10 21:23:00,"san francisco, california",NA,"straight",NA,"agnosticism","m","virgo but it doesn't matter","when drinking","english","single","i live life to have a good time. ride my motocycle, play soccer at the park with my buddies, beer, girls. what more could i want?"
"37670",30,"athletic","mostly anything","socially","never","graduated from college/university","white",73.83,NA,NA,2012-06-29 20:23:00,"san francisco, california",NA,"straight","likes dogs","other and laughing about it","m",NA,"no","english (fluently), spanish (okay)","single","hey ha the web...yay... so now what? can we start at ....eletronically yours?    getting some sun/ outside whether it be escaping sf or hunt"
"2726",35,"thin",NA,"socially","never","graduated from college/university","white",74.1,NA,"computer / hardware / software",2012-06-30 00:41:00,"san francisco, california","doesn't have kids","straight",NA,NA,"m",NA,"no","english","single","pretty easy going guy, try to be as active as laziness permits, i love running, live music, eating out, social drinking, cafe hopping and en"
"24888",30,"fit","mostly anything","socially",NA,NA,"white",72.91,NA,"entertainment / media",2012-06-29 10:33:00,"san francisco, california","doesn't have kids, but wants them","straight","likes dogs",NA,"m","virgo","no","english","single","i'm originally from alabama. thankfully i grew up close to the big city of birmingham so i avoided most of the country redneck influence. no"
"17904",25,"athletic",NA,"socially","never","graduated from masters program","indian",67.97,NA,"computer / hardware / software",2012-06-27 22:42:00,"san francisco, california",NA,"straight","likes dogs","agnosticism","m","virgo","no","english (fluently)","single","intense, ambitious, funny"
"55199",28,"athletic",NA,"socially","sometimes","graduated from college/university","white",72.83,NA,"computer / hardware / software",2012-06-20 13:12:00,"san francisco, california",NA,"straight","likes dogs and has cats","agnosticism but not too serious about it","m","cancer and it's fun to think about","no","english (fluently), italian (okay), french (okay)","single","new york transplant falling in love with the west coast. also: tech nerd, runner, skier, guitar novice, explorer, bullfighter, and man about"
"19069",33,"average",NA,"socially",NA,"working on college/university","black, hispanic / latin",71.1,40000,"computer / hardware / software",2012-06-27 17:43:00,"fremont, california",NA,"bisexual","likes dogs and likes cats","other but not too serious about it","m","libra and it's fun to think about","no","english (fluently), japanese (poorly), spanish (poorly)","available","a 32 year old who enjoys music, martial arts, and a laugh or two."
"55857",20,"average",NA,NA,"never","college/university","hispanic / latin",70.13,NA,NA,2012-07-01 00:41:00,"daly city, california",NA,"straight",NA,"catholicism","m","virgo","no","english, spanish","single","i'm hispanic tall and very caring loving"
"39075",30,"athletic","anything","socially",NA,"graduated from college/university","white",71.07,NA,"executive / management",2012-06-26 06:36:00,"san francisco, california",NA,"straight","likes dogs","catholicism","m","leo","no","english (fluently), spanish (okay), japanese (poorly)","single","i'm originally from a quaint little town in the plains of western nebraska. it was a great place to grow up. we had to pump a well in order "
"30465",42,"athletic","mostly anything","not at all","never","graduated from masters program","hispanic / latin",68.82,NA,"education / academia",2012-06-30 16:44:00,"alameda, california",NA,"gay",NA,"catholicism but not too serious about it","m","capricorn but it doesn't matter","no","english, spanish (fluently)","single",NA
"50964",37,"athletic","mostly anything","not at all","never",NA,"native american",72.13,NA,NA,2012-06-07 21:34:00,"san francisco, california",NA,"straight",NA,NA,"m",NA,"no","english","single","i am a 36 year old lakota who was born and raised in the city. i enjoy anything to do with laughing and having fun. i am an automotive techn"
"43935",26,"average","mostly anything","socially","never","graduated from masters program","indian",69.96,80000,"computer / hardware / software",2012-06-14 16:16:00,"belmont, california","doesn't have kids, but might want them","straight","likes dogs","agnosticism","m","aquarius but it doesn't matter","no","english (fluently), hindi (poorly)","single",NA
"12998",24,NA,"other","socially","never","graduated from college/university","black",71.92,NA,"other",2012-06-30 09:48:00,"san francisco, california",NA,"gay",NA,"christianity but not too serious about it","m","capricorn and it's fun to think about","no","english","single",NA
"34055",30,"average","strictly anything","socially","never","working on college/university","asian",68.12,60000,"sales / marketing / biz dev",2012-06-10 00:29:00,"san francisco, california",NA,"straight","likes dogs and likes cats","buddhism but not too serious about it","m","gemini but it doesn't matter","no","english (fluently), vietnamese (okay)","single","i'm a really great guy to be around. boring is not in my vocabulary. strong personality is one of my strengths. i'm not the a**hole type. mo"
"57195",29,"athletic",NA,"rarely","never","working on masters program","white",71.91,NA,"other",2012-06-20 08:33:00,"san francisco, california",NA,"straight","likes dogs and likes cats","christianity but not too serious about it","m","aquarius and it's fun to think about","no","english (fluently), japanese (okay), korean (poorly)","single","i'm a decent guy, not too crazy but not too quiet either. sometimes it takes me a bit to come out of my shell, but i'm dependable in most si"
"30837",26,"average",NA,"socially","never",NA,"hispanic / latin",71.85,NA,"executive / management",2011-11-06 21:45:00,"san francisco, california",NA,"gay",NA,NA,"m","aquarius","when drinking","english, spanish (fluently)","single","love traveling, seeing and experiencing new cultures, fashion, huge music aficionado, rock shows, good food..."
"10851",20,"average","mostly anything","socially","never","working on college/university","hispanic / latin, white",71.04,NA,"sales / marketing / biz dev",2012-06-19 15:22:00,"menlo park, california",NA,"gay","likes dogs and likes cats","christianity","m","capricorn but it doesn't matter","no","english, spanish","single","i would say ask me about it over coffee but i don't drink coffee lol. so ask me about it over lunch or dinner. :)"
"36571",30,"fit","mostly anything","rarely","never","graduated from college/university","asian",72.85,NA,"computer / hardware / software",2012-06-28 14:03:00,"berkeley, california","doesn't have kids, but wants them","straight","likes dogs and likes cats",NA,"m",NA,"no","english (fluently), thai (okay)","single","i'm a software engineer working for a rather nice start up. being able to take charge and build something that get used every day is very ex"
"36154",33,"fit","mostly anything","often",NA,"graduated from college/university",NA,74.89,NA,"other",2012-06-29 12:10:00,"san francisco, california",NA,"straight","likes dogs","judaism but not too serious about it","m","libra but it doesn't matter","no","english, french (fluently), italian (poorly)","single","i'm not from here. originally from montreal, i speak french, eat  well, and have some european sensibilities. i went to university in  bosto"
"40230",35,"athletic","mostly anything","socially","never","two-year college","black, white",71.8,NA,"other",2011-09-08 15:12:00,"hayward, california",NA,"straight","likes dogs",NA,"m","taurus","no","english","single","under construction."
"30643",26,"thin",NA,"often",NA,"graduated from college/university","middle eastern, white",69.07,NA,"computer / hardware / software",2012-06-27 00:58:00,"san francisco, california","doesn't want kids","gay",NA,"atheism and laughing about it","m","cancer but it doesn't matter","no","english, italian (okay), spanish (okay), greek (poorly)","single","i'm from the coast of maine, but now live in san francisco (after a four year detour through rhode island, boston, dc, and rome). san franci"
"23619",28,"average","mostly anything",NA,NA,"working on space camp","white",70.15,NA,"computer / hardware / software",2012-06-17 21:52:00,"san francisco, california","doesn't have kids","straight","likes dogs and has cats",NA,"m","libra but it doesn't matter",NA,"english, c++ (okay), spanish (poorly), other (poorly)","single","i'm a ca native. i've lived in the bay for most of my life now. i work in it as some kind of computer 'expert'...    i tend to stay pretty b"
"54564",29,"thin","anything","socially","never","graduated from masters program","indian",66.09,NA,"computer / hardware / software",2012-06-30 08:57:00,"palo alto, california",NA,"straight",NA,"christianity","m",NA,"no","english (fluently)","single","i'm a renaissance man at heart. an engineer by profession, but also a hobbyist photographer, an aspiring powerlifter and a pretty decent ind"
"16285",28,"full figured","strictly anything","often","never","graduated from two-year college","white",71.09,NA,"construction / craftsmanship",2012-01-26 09:15:00,"san leandro, california",NA,"straight","has cats",NA,"m","aries and it's fun to think about","sometimes","english (fluently)","single","i feel really confused atm. i have alot going on in my life. im a cali boy for life but i've been back and forth between cali n oregon. i tr"
"43168",25,"average","strictly anything","socially","never","working on college/university",NA,72.19,NA,"student",2012-06-27 00:14:00,"san francisco, california",NA,"straight","likes dogs and likes cats","catholicism and laughing about it","m","virgo and it's fun to think about","no","english (fluently), japanese (poorly)","single","i know myself, what i enjoy and do not enjoy, and what my limitations and faults are. i enjoy the arts, and culture. i love reading about an"
"2375",24,"fit",NA,"socially","never","graduated from college/university","white",76.96,NA,"entertainment / media",2012-06-29 21:34:00,"san francisco, california","doesn't have kids, but wants them","gay","likes dogs",NA,"m","leo","no","english (fluently), german (fluently), spanish (poorly)","single","i'm eclectic like a vintage store that comes with an old soul so i've been told. i love improv, languages, an am curious about almost anythi"
"11031",39,"athletic","mostly anything","socially","never","graduated from college/university","black, native american",74.96,NA,"computer / hardware / software",2012-06-14 00:36:00,"palo alto, california",NA,"straight",NA,NA,"m","virgo","no","english","single",NA
"3768",33,"athletic","mostly anything","socially","never","graduated from college/university","white",75.88,NA,"artistic / musical / writer",2012-06-08 18:04:00,"san francisco, california",NA,"straight","likes dogs and likes cats","agnosticism and laughing about it","m","taurus and it's fun to think about","sometimes","english (fluently), french (fluently), german (fluently), spanish (poorly)","single","it's been a while since i've updated my self-summary and i just realized how much it blowed:  i'm a quirky, goofy, nerdy and witty, tall bas"
"2897",29,"athletic",NA,"socially","never","graduated from college/university","indian",70.19,40000,"clerical / administrative",2011-09-14 07:06:00,"daly city, california",NA,"straight",NA,"hinduism and somewhat serious about it","m","capricorn but it doesn't matter","when drinking","english","single","i graduated from sacramento state university with accounting and international business . currently i am working in downtown san francisco a"
"50460",23,NA,NA,NA,"sometimes","graduated from college/university",NA,69.89,NA,"artistic / musical / writer",2012-07-01 00:35:00,"oakland, california",NA,"straight","has dogs",NA,"m","gemini and it's fun to think about",NA,"english","single","i am.  ....supposedly."
"24926",39,"athletic","mostly anything","very often","never","graduated from masters program","white",69.01,150000,"computer / hardware / software",2012-06-24 13:44:00,"san francisco, california","doesn't have kids","straight",NA,"catholicism","m","scorpio","no","english (poorly)","single","a tranplant to the bay area, mark is a reformed hick from kentucky, who moved from cow pastures to cow hollow. at 5'8, he may not be the tal"
"8043",32,"average","mostly anything","socially","never","working on two-year college","hispanic / latin",66.02,30000,"sales / marketing / biz dev",2012-06-21 23:32:00,"emeryville, california","doesn't have kids, but might want them","straight","has dogs","catholicism and somewhat serious about it","m","sagittarius but it doesn't matter","no","english (fluently), spanish (fluently), french (poorly)","single","hello, my name is armando and i named my dog brik."
"15388",27,"average","mostly vegetarian","socially",NA,"working on law school",NA,70.14,NA,"student",2012-06-23 20:36:00,"san francisco, california",NA,"straight",NA,NA,"m",NA,"no","english, spanish (fluently)","single","hi profile visitor, thanks for clicking through my initial picture.    i'm currently a law student (2l).    i have a dry sense of humor.    "
"4095",48,"average","mostly anything","socially","never","graduated from masters program","indian",66.82,150000,"executive / management",2012-06-29 22:22:00,"menlo park, california",NA,"straight","likes dogs and dislikes cats","hinduism and laughing about it","m","leo but it doesn't matter","no","english (fluently), hindi (poorly), spanish (poorly), other (fluently)","single","i enjoy my life -- and am make it fun by trying new things. want to learn something new every year, travel to a different country or develop"
"48495",31,"athletic","mostly anything","socially",NA,"graduated from masters program","white",70.99,NA,"education / academia",2012-06-04 20:27:00,"san francisco, california","doesn't have kids","straight",NA,"buddhism and laughing about it","m","leo and it's fun to think about",NA,"english (fluently), russian (fluently)","single","i'm an elementary school teacher and i'm a kid at heart. i strive to live fearlessly by saying hi to strangers, making my own lunch every da"
"40241",65,"athletic",NA,"socially","never","graduated from masters program","white",68.99,NA,"artistic / musical / writer",2012-04-15 14:56:00,"oakland, california",NA,"straight","likes dogs and has cats","agnosticism but not too serious about it","m","capricorn but it doesn't matter","no","english (fluently), french (okay), italian (fluently), spanish (fluently), maori (poorly)","single","humm, self summary??? i could bore you with many character traits and some idiosyncrisies, but that can wait for later. briefly, i am passio"
"57783",23,"average","strictly other","rarely","never","working on college/university","hispanic / latin",72.15,20000,"other",2012-06-28 14:46:00,"daly city, california",NA,"straight","likes dogs and likes cats","agnosticism but not too serious about it","m","scorpio and it's fun to think about","no","english (fluently), spanish (okay), other (poorly)","single","""to the sellouts, livin it up: one way, or another, you'll be givin it up."" -2pac    i drive a 98 honda civic and don't plan on getting a di"
"54430",37,"athletic",NA,"rarely",NA,"graduated from two-year college","white",73.93,70000,"construction / craftsmanship",2012-06-30 13:18:00,"san francisco, california",NA,"straight","likes dogs","catholicism and laughing about it","m","aries and it's fun to think about","when drinking","english (fluently), hawaiian (poorly)","single","i'm a buisness owner that is still attending college getting a masters in history i plan on becoming a teacher because i know that is my cal"
"35864",53,"average","mostly anything","not at all","never","dropped out of ph.d program","white",71.89,NA,"executive / management",2012-06-15 12:28:00,"san francisco, california","has a kid","straight","likes dogs and dislikes cats","other and laughing about it","m","scorpio and it's fun to think about","no","english (fluently), c++ (okay)","single","who am i? if i were a cartoon character i suppose i would be bugs bunny, without the ears of course. i really enjoy making people laugh and "
"18150",31,"athletic","mostly vegetarian","socially","never","working on ph.d program","white",69.91,NA,"computer / hardware / software",2012-06-28 22:48:00,"mountain view, california","doesn't have kids","straight","likes dogs",NA,"m",NA,"no","english, c++","single","i'm looking for a lady to share in my crazy schemes; a lady that i can make laugh and will make me laugh; a lady that can make me think.    "
"34184",31,"fit",NA,"socially","never","graduated from college/university","pacific islander",66.91,NA,"banking / financial / real estate",2012-06-04 23:40:00,"san francisco, california",NA,"straight",NA,"catholicism and somewhat serious about it","m","leo and it's fun to think about","no","english (fluently)","single","argh i hate describing myself, just as much i hate answering the question, ""what do you want for christmas?"", but i'll try my best. i have a"
"43002",27,"athletic",NA,"socially","never","working on college/university","hispanic / latin",67.93,20000,"artistic / musical / writer",2012-06-06 14:46:00,"san francisco, california","has a kid","straight","has dogs and dislikes cats","christianity but not too serious about it","m","taurus but it doesn't matter","no","english (okay), english (fluently), spanish (fluently)","single","i love to exploring,learning,trying new things"
"25348",28,NA,NA,"socially","sometimes","graduated from college/university",NA,68.88,NA,"other",2012-06-20 21:18:00,"redwood city, california",NA,"straight",NA,NA,"m","scorpio and it's fun to think about","no","english (fluently), chinese (poorly), french (poorly), hindi (fluently), italian (poorly)","single","i am a fairly energetic and ambitious person with many goals. however, i do usually also make it a point to enjoy living life in the moment."
"46928",28,"athletic","mostly anything","socially",NA,"graduated from college/university","asian",67.02,NA,"sales / marketing / biz dev",2012-06-30 12:12:00,"san francisco, california","doesn't have kids, but might want them","straight",NA,NA,"m",NA,"no","english (fluently), japanese (poorly)","single","i'm an old school kinda guy stuck in a world of hipsters. i like bicycles with more than one gear for these viscous hills. i eat glutton wit"
"24412",25,"thin","anything","often","sometimes","graduated from college/university",NA,69.9,NA,"sales / marketing / biz dev",2012-02-29 17:38:00,"san francisco, california",NA,"straight","likes dogs and likes cats","agnosticism","m","leo but it doesn't matter","no","english","seeing someone","my main objective in life is to live and explore. i'm carefree and without regrets, life is too short. i'll try anything once, twice if i li"
"44485",47,"overweight","anything","socially","never","working on two-year college","black",77,NA,"other",2012-06-30 21:38:00,"pacifica, california","has kids","straight","likes dogs and likes cats","other and somewhat serious about it","m","libra and it's fun to think about","no","english (fluently)","single","i'm a geek. i am a former soldier, a father, a writer,a customer service professional and if it wasn't for technology, i'd swear i was born "
"22624",62,"a little extra","strictly anything","socially","never",NA,"white",70.04,NA,"construction / craftsmanship",2012-06-21 21:38:00,"richmond, california","has kids","straight","has cats",NA,"m","aries but it doesn't matter",NA,"english","single","no but i certainly appreciate a pretty face.i like traveling up & down hwy one poping in at winerys and eating as much fish as i can.appreci"
"15772",32,"fit","mostly vegetarian","socially","sometimes","working on space camp","white",67.03,NA,"entertainment / media",2012-06-28 10:47:00,"san francisco, california","doesn't have kids, but might want them","straight","likes dogs and likes cats","judaism and laughing about it","m","sagittarius and it's fun to think about","sometimes","english","single","fresh out of clever, try back later."
"14755",45,"fit","strictly vegetarian","rarely","never","graduated from masters program","white",67.87,70000,"other",2012-06-30 11:55:00,"san francisco, california","doesn't have kids, and doesn't want any","straight","likes dogs","judaism but not too serious about it","m","taurus but it doesn't matter","no","english (fluently)","single","i am an experienced dom seeking a partner who would like to submit to me in the bedroom.    outside of the bedroom, i work full time, at a j"
"22441",25,"average",NA,"socially","never","graduated from two-year college","white",66.92,NA,"medicine / health",2012-01-19 09:36:00,"palo alto, california",NA,"straight","has dogs and has cats","judaism and somewhat serious about it","m","aries and it's fun to think about","yes","english (fluently), spanish (fluently), hebrew (poorly), japanese (poorly)","single","first off, my name is evan. i am 24 and i love to play video games and work with animals. i am a very scattered/hyper person who loves to ha"
"4443",24,"athletic",NA,"socially","never","working on two-year college","asian",70.97,NA,"sales / marketing / biz dev",2012-02-06 12:15:00,"redwood city, california",NA,"straight","likes dogs and likes cats",NA,"m","cancer","no","english","single","best summary to really tell you is that. im here for the same reason as you are. someone to talk to. someone that i can laugh with. someone "
"43396",24,"average",NA,NA,"never",NA,"asian",64.96,NA,NA,2012-06-30 22:45:00,"san francisco, california",NA,"straight",NA,NA,"m",NA,NA,"english, tagalog","single",NA
"24794",59,"average",NA,"not at all","never","graduated from college/university","other",72.09,NA,"artistic / musical / writer",2012-06-28 23:43:00,"richmond, california",NA,"straight","likes dogs and likes cats","agnosticism and laughing about it","m",NA,"sometimes","english (fluently), spanish (poorly)","single","i'm an empty essay... but the right woman could fill me out - punctuation and grammar skills not required but greatly encouraged!"
"33209",42,"average",NA,"often","sometimes","graduated from masters program","white",68.89,100000,"sales / marketing / biz dev",2011-11-28 17:50:00,"san francisco, california",NA,"straight","likes dogs and has cats","judaism","m","aquarius","no","english (fluently), japanese (poorly), italian (poorly)","single","i like to cook, hate to clean (but do it anyway) bay area native living in sf. once married and well trained (sorta). i have been told i hav"
"28166",30,"average",NA,"socially","never","working on college/university","white",74.89,NA,"student",2012-06-18 23:15:00,"san rafael, california","doesn't want kids","straight","likes dogs and likes cats","agnosticism","m","aquarius but it doesn't matter","no","english, spanish (poorly)","single","i'm currently a student. i worked for several years in quality assurance before i decided to finish my degree to pursue an interest in neuro"
"48069",41,NA,"strictly anything",NA,NA,"graduated from masters program","asian",73.99,NA,NA,2012-06-30 23:30:00,"berkeley, california",NA,"gay","likes dogs",NA,"m","taurus",NA,"english, spanish, chinese","single",NA
"39227",46,"average",NA,"not at all","never",NA,"white",70.03,NA,NA,2012-06-30 17:16:00,"novato, california",NA,"straight",NA,NA,"m","scorpio","no","english","single","i am a easy going single dad of two amazing girls! i like just about anything but am very passionate about a few hobbies (mountain biking, f"
"43123",24,"fit","strictly anything","socially","never","working on law school","hispanic / latin, white",73.05,NA,"student",2012-07-01 02:17:00,"san francisco, california","doesn't have kids","straight","likes dogs and likes cats","christianity but not too serious about it","m","cancer and it's fun to think about","no","english (fluently), french (okay), german (okay), spanish (poorly), chinese (poorly)","single"," on hiatus: made brilliant (read: not-so-brilliant) decision to sprain my ankle last week. crutches are not so conducive to dating. taking s"
"641",18,"average","mostly anything","not at all","never","graduated from high school","pacific islander",70.07,NA,"military",2012-06-29 12:20:00,"berkeley, california","doesn't have kids, but wants them","straight","likes dogs and likes cats","catholicism and laughing about it","m","capricorn but it doesn't matter","no","english","single","i have a dream to pursue, just like the many others who surround me. i'm a person who is always willing to give a helping hand when the oppo"
"49199",31,"thin","strictly anything","often","never","graduated from college/university","white",71.9,NA,"science / tech / engineering",2012-07-01 02:05:00,"san francisco, california",NA,"straight",NA,"agnosticism but not too serious about it","m",NA,"no","english","single","i've been living in san francisco for about a year and a half now and i love it here. i moved from texas to la for school. i remember how gr"
"16997",34,"athletic","mostly anything","socially","never",NA,"middle eastern, white, other",72.93,NA,"medicine / health",2012-06-24 20:54:00,"oakland, california",NA,"straight",NA,NA,"m","cancer and it's fun to think about",NA,"english","single","hmmm... i'm a human being and probably a little bit of everything that comes with it. i am a creative, passionate, explorer who is curious a"
"48533",28,"thin","mostly anything","socially","sometimes","graduated from college/university","white",76,NA,"computer / hardware / software",2012-06-30 18:41:00,"san francisco, california",NA,"straight","likes dogs and likes cats","atheism and laughing about it","m","aries and it's fun to think about","no","english (fluently), german (poorly), hebrew (poorly)","single","i've silenced a room with only my presence but once. donna's diner at 8am in moorecroft, wy. i stayed the night there while on my inaugural "
"42807",38,"fit","mostly anything","socially","never","graduated from med school","other",69.88,NA,"medicine / health",2012-05-15 19:24:00,"san francisco, california","doesn't have kids, but wants them","straight","likes dogs and likes cats","other but not too serious about it","m","aquarius but it doesn't matter","no","english (fluently), spanish (fluently)","single","laid back and easy going are the words most of my family and friends will use to describe me. i mostly agree with them but would like to thr"
"39695",38,"fit",NA,"not at all","never",NA,"white",67.94,NA,"hospitality / travel",2012-06-29 08:50:00,"san francisco, california",NA,"gay",NA,"other and laughing about it","m","virgo","no","english","single","i am an easy going guy. very extroverted, positive, and caring, with a great sense of humor. looking to meet guys that have direction and a "
"12991",38,NA,NA,"socially","sometimes","graduated from ph.d program",NA,73,NA,"other",2012-01-15 11:32:00,"san francisco, california",NA,"straight",NA,NA,"m","sagittarius but it doesn't matter",NA,"english","seeing someone","one of the things i enjoy most in life is the non-linearity of it, and the fact it isn't predictable. probably because i was an orderly litt"
"52445",25,"fit","anything","often","often","working on college/university","black",67.11,NA,"hospitality / travel",2012-07-01 00:12:00,"san francisco, california","doesn't have kids, and doesn't want any","straight",NA,NA,"m","libra and it's fun to think about","no","english (fluently), japanese (poorly), spanish (poorly)","single","my real name is curtis.  i'm a nerd and proud of it.  i say ""bless you"" when people burp cause i find it funny.  i have a filthy, intelligen"
"34992",32,NA,NA,"socially","never","graduated from masters program",NA,72.92,NA,"other",2011-09-09 21:41:00,"san francisco, california",NA,"straight",NA,NA,"m","gemini","no","english","single","i will summarize myself for the reasons that i joined this website. i have dated many girls from many countries. everyone is a different fla"
"8851",24,"fit",NA,"socially","never","working on college/university","hispanic / latin, white",71.19,NA,"student",2012-06-23 05:59:00,"san francisco, california",NA,"gay","has dogs","judaism and laughing about it","m",NA,"no","english (fluently), spanish (fluently)","single","i've never successfully filled one of these out...so just ask!"
"21810",24,"skinny",NA,"socially","sometimes","working on two-year college","hispanic / latin",71.1,NA,"artistic / musical / writer",2012-06-30 10:56:00,"san francisco, california",NA,"gay",NA,NA,"m","cancer","sometimes","english","single","im always bad at these things..... im just gonna say that im a very creative, open minded person with an abstract style. i love going on adv"
"34204",24,"fit","mostly anything","often","never","graduated from college/university","white",73.18,NA,"sales / marketing / biz dev",2012-06-30 09:23:00,"san francisco, california",NA,"straight",NA,"agnosticism and laughing about it","m",NA,"no","english","single","one night, with a plan to sit down and pound out some of my career goals on paper, i bought a six-pack of beer, most likely an ipa but who's"
"30369",34,"athletic","mostly anything","socially","never","graduated from college/university","asian, pacific islander, white",74.11,100000,"artistic / musical / writer",2012-06-30 00:22:00,"san francisco, california",NA,"straight",NA,NA,"m",NA,"no","english","single","i prefer im to writing essays about myself. i chat on gmail most of the time."
"1624",28,"average","mostly anything","socially","never","graduated from masters program","indian",68.91,100000,"executive / management",2012-06-27 02:22:00,"san francisco, california",NA,"straight",NA,"hinduism but not too serious about it","m","taurus but it doesn't matter",NA,"english (fluently), hindi (fluently), tamil (okay), other (okay), other (okay)","single","in a few words... a dreamer, reader, cinephile, ex-thespian, ex-engineer, failed guitarist, karaoke rockstar, and expert oyster shucker.  li"
"38436",28,"average","mostly anything","socially","never","graduated from college/university","white",64.81,NA,NA,2012-01-25 01:46:00,"san francisco, california",NA,"straight",NA,"agnosticism","m","gemini but it doesn't matter","when drinking","english (fluently), swedish (okay), korean (poorly)","seeing someone",NA
"6591",56,"average","mostly anything","socially","never","graduated from two-year college","white",75.15,NA,"political / government",2012-06-29 13:28:00,"moraga, california","doesn't have kids, but might want them","straight","has dogs","catholicism and somewhat serious about it","m","aries but it doesn't matter","no","english","single","i am a dedicated to all my friends, and very dependable when needed. i always like to make new friends. whether that i am at work, at gather"
"31142",24,"average",NA,NA,"never","working on two-year college","white, other",69.99,NA,"other",2011-07-13 23:57:00,"orinda, california",NA,"straight",NA,"christianity","m","gemini","yes","english (fluently), greek (okay)","single",NA
"20003",26,"average","strictly anything","socially","sometimes","graduated from college/university","indian",64.16,80000,"computer / hardware / software",2012-06-30 11:30:00,"san francisco, california","doesn't have kids","straight","likes dogs and likes cats","buddhism and laughing about it","m","leo but it doesn't matter","no","english, bengali (okay), c++ (okay), lisp (okay)","single","born and raised on the east coast, d.c. metro-area. maryland specifically.    i'm an very laid back guy. i like to hang out with friends and"
