"","age","body_type","diet","drinks","drugs","education","ethnicity","height","income","job","last_online","location","offspring","orientation","pets","religion","sex","sign","smokes","speaks","status","essay0"
"21326",38,"curvy",NA,"often","never","graduated from ph.d program","white",60.93,NA,"education / academia",2012-04-16 17:18:00,"oakland, california",NA,"bisexual","has cats","agnosticism and somewhat serious about it","f","leo and it's fun to think about","no","english (fluently)","single","i'm a curvy, queer femme with a tacklebox full of makeup, a closet full of costumes, and heaving bookshelves. i'm a grad school professor, a"
"7237",23,"athletic",NA,"socially","never","graduated from college/university","middle eastern, white",64.8,NA,"education / academia",2012-06-30 03:29:00,"san francisco, california",NA,"straight","likes dogs and likes cats","judaism and somewhat serious about it","f","capricorn and it's fun to think about","no","english (fluently), farsi (okay), spanish (poorly), hebrew (poorly)","single","i love to explore! watch play and go to sporting events... laugh, dance until my feet feel like they are going to fall off, browse through b"
"47240",31,"average","other","socially","never","graduated from college/university","black",67.92,NA,"clerical / administrative",2011-12-20 09:39:00,"oakland, california",NA,"straight","likes dogs and likes cats",NA,"f","pisces and it's fun to think about","no","english (fluently), japanese (poorly), spanish (okay)","single","hi guys! i am about to graduate from a research psychology program. i plan to become a career counselor for college bound students from unde"
"35730",32,NA,NA,"socially","never","graduated from college/university","other",61.97,NA,"sales / marketing / biz dev",2012-06-27 22:04:00,"san francisco, california",NA,"gay","likes dogs","other","f","aries","no","english","single","if you do what you have always done, you will get what you've always got. i don't always make the right decisions but i always try to make m"
"41362",29,"fit","strictly anything","socially",NA,"graduated from med school","white",66.16,NA,NA,2012-06-29 15:28:00,"san francisco, california",NA,"straight","likes dogs and dislikes cats","atheism but not too serious about it","f","libra but it doesn't matter","no","english, spanish (okay)","single","originally from the bay area, but did some time on the east coast and in socal. i love living in sf. however, i really pine for warmer weath"
"31186",30,"fit","strictly anything","socially",NA,"working on law school","hispanic / latin, white",70.17,NA,"student",2012-06-30 10:52:00,"san francisco, california","doesn't have kids, but wants them","straight","likes dogs and dislikes cats",NA,"f","gemini and it's fun to think about","no","english (fluently), spanish (fluently)","single","i'm a midwestern gal who has wandered around quite a bit, from new york to spain to cuba to peru to austin to new york to austin to mexico t"
"33481",20,"average","strictly anything","often","often","working on college/university","white",62.84,NA,"student",2012-05-19 19:52:00,"san francisco, california","doesn't have kids","gay","has dogs","agnosticism and laughing about it","f","capricorn and it's fun to think about","sometimes","english (fluently)","single","hi, i'm helen. i live in san francisco and love it here. i'm really easygoing and my friends tell me i'm easy and fun to talk to. i go to sc"
"7170",24,"thin",NA,"socially","never","graduated from college/university","asian",62.18,NA,"banking / financial / real estate",2012-06-27 21:18:00,"san mateo, california",NA,"straight",NA,NA,"f","libra","no","english","single","i did some amazing things last year:    1) quit my job as a analyst at a hedge fund  2) co-founded a startup  3) now enjoying my long overdu"
"50026",31,"average",NA,"socially","never","graduated from college/university","hispanic / latin",62.94,NA,"medicine / health",2011-07-16 23:09:00,"emeryville, california",NA,"straight","likes dogs","catholicism and laughing about it","f","aquarius and it's fun to think about","no","english","single","i grew up in fresno and on my 28th birthday i moved to the bay area. while in fresno i got my education on, graduated, and started participa"
"54738",31,NA,"strictly vegetarian","socially",NA,"graduated from college/university","white",63.04,NA,"political / government",2011-12-27 09:41:00,"oakland, california",NA,"bisexual","has cats","agnosticism and laughing about it","f","taurus and it matters a lot","no","english","seeing someone","i am queer. you should know that straight out of the gate. i date people at all points along the gender spectrum. if you are uncomfortable w"
"35784",38,"thin","strictly vegetarian","socially","never","working on college/university","white",66.07,NA,NA,2012-05-06 09:49:00,"san francisco, california",NA,"straight",NA,NA,"f",NA,"no","english, german","single",NA
"2009",41,"average",NA,"rarely","never",NA,"asian",64.05,NA,NA,2012-06-29 22:16:00,"san carlos, california","doesn't have kids, but might want them","straight",NA,NA,"f",NA,"no","english","single","i am a romantic at heart and traditional (i'd be curious to know how you interpret that). i have a pretty wicked sense of humor. ironically,"
"38327",43,"curvy","mostly anything","socially","never","graduated from masters program","white",71.13,NA,"education / academia",2012-06-30 20:06:00,"pacifica, california","has a kid","straight","likes dogs and has cats","catholicism but not too serious about it","f",NA,"no","english","single","hmmm. . .self summary. i am a social creature who enjoys playful and fun people. i have a great job in education and i feel lucky to have it"
"48704",28,"average",NA,"socially","never","working on college/university","white",63.07,NA,"student",2011-08-21 17:40:00,"daly city, california",NA,"straight","likes dogs and has cats",NA,"f","scorpio and it's fun to think about","no","english","single","i've lived the the bay area for 2 years, in daly city to be exact. i work during tax season, so currently i am unemployed and looking for a "
"18083",27,"curvy",NA,"socially",NA,"graduated from college/university",NA,61.13,NA,"education / academia",2012-06-29 21:17:00,"san francisco, california",NA,"straight",NA,"judaism but not too serious about it","f","gemini but it doesn't matter","no","english, spanish","single","born and raised in the bay area (i lived in providence, rhode island my freshman year of college and then in thailand for almost a year afte"
"4403",29,"curvy",NA,"socially","never","graduated from college/university","white",64.86,NA,NA,2012-06-29 15:29:00,"san francisco, california","doesn't have kids, but wants them","straight","likes dogs","atheism","f","taurus","no","english, spanish (okay)","single","i've been making guacamole since i was three so i pretty much have that down. actually, if you don't like avocados, you should probably just"
"46313",26,"athletic",NA,"socially","never","working on ph.d program","black",65.13,NA,NA,2012-06-07 06:25:00,"san pablo, california","doesn't have kids","straight","has dogs and dislikes cats","christianity","f","sagittarius but it doesn't matter","no","english","single","i recently moved to the bay area to start graduate school in berkeley. since august i have been well on my way to earning my psy.d. in clini"
"3538",28,"fit","mostly anything","socially","never","graduated from college/university","white",68.98,NA,"sales / marketing / biz dev",2012-06-01 10:01:00,"san francisco, california",NA,"straight","likes dogs and likes cats","atheism but not too serious about it","f","taurus and it's fun to think about","no","english","single","so it really doesn't cost me anything to be on here? nothing? excellent...expectations...lowered."
"13785",55,"average","anything","socially","never","graduated from college/university","white",66.87,80000,"entertainment / media",2012-05-30 09:26:00,"san francisco, california",NA,"straight","has dogs and has cats","christianity and somewhat serious about it","f","libra and it's fun to think about","no","english","single","i am obsessed with the giants - well before they won the world series. i hike with my active dalmatian 12 miles a week - go to the ocean 3 t"
"43326",27,"average",NA,"socially","never","graduated from college/university","asian",63.97,NA,"education / academia",2012-06-28 17:27:00,"alameda, california",NA,"straight","likes dogs and likes cats","catholicism and laughing about it","f","aquarius and it's fun to think about","no","english (fluently), chinese (okay), spanish (poorly), french (poorly)","single","i'm a small town girl with adventurous soul who isn't afraid to try anything at least once. i will be the first to admit that i'm a typical "
"18617",38,"curvy","mostly vegetarian","often",NA,"graduated from college/university","white",69.01,1000000,"other",2012-06-10 18:17:00,"san francisco, california",NA,"gay","likes dogs and has cats","catholicism and laughing about it","f","gemini and it's fun to think about","no","english","married","back in the day i was a semi-professional drag king and have performed all over the united states as well as in ireland. it was a time of se"
"8099",26,"fit","anything","socially","never","graduated from college/university","white",66,NA,NA,2012-06-07 13:28:00,"san francisco, california",NA,"straight","likes dogs and likes cats",NA,"f","taurus and it's fun to think about","no","english","single","i'm a san mateo native, went away to the east coast for college but quickly realized i belong in cali and am back living in the city. i love"
"37218",43,NA,"mostly anything","socially",NA,"graduated from masters program","other",69.89,NA,"executive / management",2012-06-25 22:08:00,"san francisco, california",NA,"straight","likes dogs","other","f","sagittarius and it's fun to think about","no","english, spanish (okay)","single","about me...i prefer face-to-face, but you gotta know the basics so modesty aside, i'm smart, gregarious with a kind heart and a very silly/s"
"29811",28,"average",NA,"socially",NA,"graduated from college/university","white",64.14,NA,NA,2012-06-25 23:08:00,"san francisco, california","doesn't have kids, but wants them","straight","likes dogs","catholicism but not too serious about it","f","aries but it doesn't matter","no","english (fluently), polish (fluently), spanish (okay)","single","i lived in europe for almost 5 years and in la for 2 years. a norcal girl to begin with, but finally called san francisco my home since sept"
"42747",35,"fit","mostly vegetarian","socially","never","graduated from college/university",NA,62.07,NA,"other",2012-07-01 00:35:00,"san francisco, california","doesn't have kids, but might want them","straight","likes dogs and has cats","agnosticism but not too serious about it","f","cancer but it doesn't matter",NA,"english (fluently)","single","yep.. that's my really uncreative screen name. i just chose something to get started and now i'm kind of stuck with it. oh well.    i believ"
"37621",37,"rather not say",NA,"socially","sometimes","dropped out of masters program","other",68,30000,"clerical / administrative",2012-01-02 01:14:00,"oakland, california",NA,"straight","likes dogs and has cats","catholicism and laughing about it","f",NA,"when drinking","english","available","i'm ready to fight when i need to, bring it on. really, i'm pretty nice once you get to know me.    i am a crazy, punk ass, and a bitch"
"46280",45,NA,"mostly anything","socially","never","graduated from masters program","asian",62.15,NA,"education / academia",2012-06-19 12:58:00,"emeryville, california",NA,"straight","likes dogs and likes cats","christianity","f","pisces and it's fun to think about","no","english (fluently), korean (fluently), spanish (poorly), japanese (poorly)","single","people always tell me that i look much younger than i am - and i think that's because i almost always have a smile on my face... basically, "
"28001",67,"fit","strictly anything","socially","never","graduated from masters program","white",60.98,NA,"artistic / musical / writer",2011-10-09 20:47:00,"oakland, california",NA,"straight","likes dogs and likes cats","other and very serious about it","f","aries and it's fun to think about","no","english (fluently), french (poorly), spanish (poorly), german (poorly), english (fluently)","single","i thought i had done my self summary answering all these question, and now i need to get to work. more later."
"33441",25,"skinny","strictly vegetarian","socially","sometimes","graduated from college/university","white",59.97,20000,"artistic / musical / writer",2012-05-26 18:52:00,"san francisco, california",NA,"bisexual","likes dogs and likes cats","agnosticism and laughing about it","f","gemini but it doesn't matter","when drinking","english","single","hello world. i'm a small, bespectacled, slightly eccentric professional illustrator recently relocated from australia. i'm a little shy, but"
"44444",29,NA,NA,"socially","never","working on law school","black",61.8,NA,"artistic / musical / writer",2012-06-30 16:34:00,"berkeley, california","doesn't have kids","straight",NA,NA,"f",NA,"no","english, japanese","single","creative intellectual seeks same. i'm a fun melange of class, puerility-tempered-maturity, talent, geekdom, and well-traveled(ness)."
"53537",41,"fit",NA,"socially",NA,"graduated from masters program","white",60.13,NA,"education / academia",2012-06-10 18:17:00,"san francisco, california","wants kids","straight","likes dogs and likes cats",NA,"f","scorpio and it's fun to think about","no","english, spanish (okay), swedish","single","well, the truth is, i tend to be a pretty happy person. originally, i'm from washington d. c., came west to go to berkeley, and just got spo"
"34051",36,"fit","mostly anything","often","never","graduated from masters program",NA,65.84,NA,"executive / management",2012-06-30 11:46:00,"san francisco, california","doesn't have kids","straight","likes dogs and has cats",NA,"f",NA,"no","english","single","new to sf and would love to meet someone that will help me explore the city. i love to have fun but do take my job seriously. i like going o"
"39740",63,"curvy","strictly vegetarian","not at all","never","graduated from college/university","indian",58.8,50000,"other",2012-06-27 16:27:00,"emeryville, california","has kids, but doesn't want more","straight",NA,"hinduism","f","taurus","no","english, hindi","single","i am looking for friendship, companionship, chemistry, romance and love for a spectacular relationship with the right man!!!    my friends t"
"53449",27,"average",NA,"socially",NA,NA,"white",61.99,NA,NA,2011-09-19 18:56:00,"san francisco, california",NA,"straight","likes dogs and has cats",NA,"f",NA,"no","english","seeing someone","i am a recent transplant to the bay area. i've been single for the last year and a half and am pretty much over it. i love indie rock and cl"
"9750",52,"curvy",NA,"rarely","never","graduated from two-year college","white",68.17,NA,"science / tech / engineering",2012-06-29 21:34:00,"san rafael, california",NA,"straight","has dogs","catholicism and laughing about it","f","capricorn but it doesn't matter","sometimes","english (fluently), spanish (okay)","single","i grew up in a loud and funny family, the youngest one and the only girl with 6 brothers. i am kind and compassionate but balanced with a he"
"3664",28,"curvy","mostly vegetarian","socially",NA,"graduated from masters program","white",69.87,NA,"education / academia",2012-06-30 01:59:00,"san francisco, california",NA,"straight","likes dogs and likes cats","judaism but not too serious about it","f","sagittarius","no","english (fluently), russian (okay), french (okay), dutch (poorly)","single","i'm here to learn, have fun, create, help, and explore. i'm on okcupid to find someone who is too.    i dig most things diy. i own two sewin"
"27161",27,"overweight","anything","very often","never","college/university","asian",65.85,NA,"hospitality / travel",2012-06-11 20:10:00,"san francisco, california","doesn't have kids, and doesn't want any","straight","dislikes dogs and dislikes cats",NA,"f","aquarius","yes","english","single",NA
"5563",35,"fit",NA,"socially","never","graduated from masters program","white",62.9,NA,"banking / financial / real estate",2012-06-27 21:28:00,"san francisco, california","doesn't have kids","straight","likes dogs and likes cats","catholicism and very serious about it","f",NA,"no","english (fluently)","single","i am a bay area native who still enjoys exploring the area...preferably in hiking or trail running shoes. the only reason i haven't left the"
"23044",40,"average","strictly vegetarian","socially",NA,NA,"white",63.1,NA,"other",2012-06-30 16:45:00,"oakland, california","has a kid, and might want more","straight","has dogs and likes cats",NA,"f","cancer but it doesn't matter","no","english (fluently), spanish (poorly), french (poorly)","single","i think life should be enjoyed. to me, that means spending time with my friends and my dogs, drinking, going to parks, beaches and lakes, re"
"30128",51,"athletic","anything","socially","never","graduated from college/university","white",65.82,NA,"clerical / administrative",2012-06-30 13:44:00,"benicia, california","has a kid, but doesn't want more","straight","has dogs","catholicism","f","gemini","no","english","single","i try to live a simple and honest life. i go to work, take care of my daughter, and in between try to stay active and spend time with friend"
"54095",31,"fit","mostly anything","socially","never","graduated from college/university","white",71.08,NA,"sales / marketing / biz dev",2012-06-28 00:40:00,"san francisco, california","doesn't have kids","straight","has dogs",NA,"f","virgo and it's fun to think about","no","english","single","i'm just as reluctant to summarize myself as you probably are. like whitman said, ""do i contradict myself? very well, i contradict myself. i"
"16271",38,"fit","strictly anything","socially",NA,"graduated from college/university",NA,65.93,NA,"hospitality / travel",2012-05-21 23:20:00,"oakland, california","doesn't have kids","straight","likes dogs","agnosticism","f","capricorn","when drinking","english, french, italian, spanish","single","i try to enjoy life as much as possible. i'm pretty laid-back."
"51663",21,"curvy",NA,"socially","sometimes","working on college/university","asian",62.15,NA,"student",2012-04-29 22:10:00,"san francisco, california","doesn't want kids","straight","likes dogs","catholicism but not too serious about it","f","capricorn and it's fun to think about","no","english (fluently), spanish (okay), tagalog (poorly)","seeing someone","i am easily entertained and free flowing,  an sf native fond of cheesy humor and puns.  former vegetarian and vegan but i have decided  that"
"26328",49,"fit","mostly vegetarian","rarely","never","graduated from college/university","other",59.96,NA,"political / government",2012-06-17 21:08:00,"berkeley, california","doesn't have kids","straight",NA,"other","f",NA,"no","english (fluently), spanish (fluently)","single","people consider me an easy going person. i like to laugh and smile a lot. some times i wear nice dresses, heels and good perfume to look my "
"52016",33,"skinny","mostly anything","rarely","never","graduated from masters program","white",65.01,NA,NA,2012-06-29 14:49:00,"san francisco, california",NA,"straight",NA,"catholicism and somewhat serious about it","f","aquarius","no","english (fluently), spanish (okay)","single","i am secure & happy with myself, but...life is meant for 2!! a little bit about myself: i enjoy travel, read, cooking, shopping, home decora"
"57297",36,"average",NA,"not at all","never","graduated from college/university","asian",61.17,NA,"banking / financial / real estate",2012-06-30 16:08:00,"san francisco, california",NA,"straight",NA,"christianity","f",NA,"no","english, chinese (fluently)","single",NA
"27215",37,"thin",NA,NA,NA,"graduated from masters program","white",64.89,NA,"artistic / musical / writer",2011-11-15 14:11:00,"green brae, california",NA,"bisexual","likes dogs and likes cats","buddhism and laughing about it","f","aquarius and it's fun to think about","trying to quit","english (fluently), spanish (poorly)","single","update! this is the first time i've really edited this in a very long time... my okcupid activity has been enthusiastic, but sporadic. over "
"30365",25,NA,"strictly anything","socially","never","graduated from college/university","white",67.05,NA,"education / academia",2012-06-28 21:49:00,"san rafael, california",NA,"straight","likes dogs","judaism and somewhat serious about it","f","sagittarius and it's fun to think about","no","english","single",NA
"14036",22,"fit",NA,"socially","never","graduated from college/university","asian",66.84,NA,"other",2012-06-30 08:49:00,"san francisco, california",NA,"straight","likes dogs and likes cats","catholicism","f","libra","no","english","single","a socal girl who moved to the bay area for college and decided sf was ""the place to be."" i'm slowly exploring this amazing city and am alway"
"45231",30,NA,NA,"socially","never",NA,NA,61.15,NA,"medicine / health",2012-03-08 13:21:00,"san francisco, california",NA,"straight",NA,NA,"f",NA,"no","english","seeing someone","i'm looking for new people to explore with. condemned to a terribly inconvenient work schedule so that after almost 2 years of living here ("
"4855",28,"curvy",NA,NA,NA,NA,"white",61.09,NA,"artistic / musical / writer",2012-06-29 23:01:00,"san francisco, california",NA,"straight",NA,NA,"f",NA,NA,"english (fluently), spanish (poorly), french (poorly)","single","i'm all about making real connections with real people.    so.    there you have it.    friends have described me as non-judgmental, loyal, "
"5149",60,"curvy","other","socially","never","working on masters program","white",61.96,NA,NA,2012-06-29 12:15:00,"san mateo, california","has kids","straight","has dogs","judaism but not too serious about it","f","taurus and it's fun to think about","no","english (fluently)","single","i started to write that i'm ""the divorced mother of two grown sons..."", because for the last 22 years i've really been defined by that part "
"52117",20,"fit","anything","socially","never","working on college/university","hispanic / latin, white",64.99,NA,"medicine / health",2012-06-26 21:53:00,"redwood city, california","doesn't have kids","straight","likes dogs and likes cats","christianity and somewhat serious about it","f","aquarius but it doesn't matter","no","english (fluently), spanish (fluently)","single","people normally say that i am crazy in a good way...  i like to have fun and enjoy my life...  we only live once so i am trying to make the "
"50620",31,"thin","strictly anything","very often","sometimes","graduated from college/university","white",61.86,NA,"other",2012-07-01 01:27:00,"san francisco, california",NA,"straight","has dogs and likes cats","other","f","cancer and it's fun to think about","yes","english (okay), swahili (poorly)","single","well, i suppose i'm an easygoing, sarcastic, playful, curious, & loyal little thing who loves music, drinks, good company and the great unkn"
"2498",29,"skinny","anything","socially","never","working on masters program","white",68.12,NA,"student",2012-06-27 14:47:00,"san francisco, california","doesn't have kids, but might want them","straight",NA,"christianity","f","taurus","no","english (fluently), french (fluently), russian (fluently)","single","it's hard to talk about myself, few key words are:  ambitious, spontaneous, adventurous, passionate, affectionate... have a high risk appeti"
"14427",46,"average","mostly vegetarian","socially","never","graduated from college/university",NA,68.15,NA,"entertainment / media",2012-06-27 20:55:00,"san francisco, california",NA,"straight",NA,"judaism but not too serious about it","f",NA,"no","english (fluently), french (okay)","single",NA
"14189",18,"curvy","mostly anything","not at all","never","working on college/university","hispanic / latin",65.01,NA,NA,2012-06-29 23:20:00,"san francisco, california",NA,"straight","likes dogs",NA,"f","capricorn but it doesn't matter","no","english, spanish","single","hey! i'm chandler and i'm from southern california, currently going to academy of art university in san francisco for web design and new med"
"5001",42,"curvy","mostly anything","socially","never","graduated from masters program","hispanic / latin",63.07,NA,"sales / marketing / biz dev",2012-06-27 13:39:00,"san francisco, california",NA,"straight","has dogs and has cats","catholicism but not too serious about it","f","scorpio and it's fun to think about","no","english","single","i was born and raised in arizona, just moved to sf in june and love it! i have never been married, have no kids and come from a big family ("
"42987",43,"full figured","mostly vegetarian","socially",NA,"graduated from college/university","white",61.96,NA,"executive / management",2012-06-22 08:13:00,"san francisco, california","doesn't want kids","straight",NA,"other and laughing about it","f","cancer and it's fun to think about","no","english (fluently), arabic (poorly), french (poorly)","available","my favorite quote is, ""if you bring forth that which is within you, what you bring forth will save you. if you do not bring forth that which"
"57815",24,"average",NA,"socially","never","graduated from college/university","white",65.01,NA,NA,2012-06-29 13:09:00,"vallejo, california",NA,"straight",NA,"agnosticism","f",NA,"no","english","single","hey! i'm miranda. quirky. spontaneous. liberal. pretty new to okcupid. looking to meet new people!"
"8037",29,NA,NA,"socially",NA,"graduated from masters program","white",64.97,NA,"artistic / musical / writer",2012-06-24 17:16:00,"san francisco, california",NA,"straight",NA,"atheism","f","libra",NA,"english (fluently)","single","i write stories and live in san francisco. i also ride my bike and treat people with respect. i like to swim: laps, and in lakes and the oce"
"41212",21,"fit",NA,"socially",NA,"working on college/university","asian, white",68.14,NA,"student",2012-06-28 14:06:00,"san francisco, california",NA,"straight","likes dogs and likes cats","christianity","f","pisces and it's fun to think about","no","english (fluently), spanish (okay), sign language (poorly), other","single","well, i suppose i'm just becca. i like a lot of things, have met a lot of people and experienced a lot of... experiences! but there's always"
"34600",34,"curvy",NA,"socially","never","graduated from college/university","white",66.85,NA,NA,2012-06-30 22:51:00,"san francisco, california","doesn't have kids, but wants them","straight","likes dogs","christianity","f",NA,"no","english","single",NA
"10774",25,"average",NA,"socially",NA,"graduated from college/university","white",66.85,NA,"other",2012-03-26 23:04:00,"emeryville, california",NA,"straight","likes dogs and likes cats","agnosticism and laughing about it","f","capricorn and it's fun to think about","no","english (fluently)","available","bay area born and raised, i embody a lot of what you might expect: liberal as all getout, into yoga, sci-fi/fantasy books and the occasional"
"42422",28,NA,NA,"socially","never",NA,NA,69.1,NA,NA,2012-06-27 17:33:00,"san francisco, california",NA,"straight",NA,NA,"f",NA,"no","english","single","i'm a midwest girl, a lil' sarcastic in the best way possible, thrive when i'm around passionate/funny people, and live to explore."
"6375",33,"fit","mostly vegetarian","socially",NA,"graduated from college/university","white",64.88,NA,NA,2012-05-14 16:39:00,"oakland, california",NA,"bisexual","has dogs","other and laughing about it","f","libra and it's fun to think about","no","english (fluently), spanish (okay)","single","no way did we meet here...nope, no way. we didn't meet on the internet (certainly not on okc!). you're way too cool to be browsing personals"
"29471",30,"average","mostly anything","socially","never","graduated from masters program","asian",65.18,NA,"sales / marketing / biz dev",2012-06-17 23:04:00,"san mateo, california","doesn't have kids","straight",NA,NA,"f","cancer but it doesn't matter","no","english, chinese","single","my friends describe me as a pretty happy go lucky person. i like to try new things, whether it be exploring bay area, traveling, or trying n"
"56444",23,"average","strictly anything","socially","never","working on ph.d program","white",66.07,20000,"student",2012-06-28 07:42:00,"berkeley, california","doesn't have kids, but might want them","straight","likes dogs and likes cats","atheism and somewhat serious about it","f","leo but it doesn't matter","no","english (fluently), french (poorly), portuguese (poorly), italian (poorly)","single","mad scientist. baker. person on long-term journey in pursuit of happiness. smart."
"51071",30,NA,"mostly vegetarian","often","never","graduated from masters program","white",62.92,NA,"entertainment / media",2012-06-11 00:46:00,"san francisco, california",NA,"straight","likes dogs and has cats",NA,"f","gemini but it doesn't matter","no","english","single","originally from new york, ny, but i've been living in san francisco for almost 3 years now. i live on the edge of the mission, and love it. "
"11753",35,"fit","mostly anything","socially","never","graduated from masters program","hispanic / latin, white",69.16,NA,"education / academia",2012-06-28 08:51:00,"oakland, california","wants kids","straight","likes dogs","other","f","libra and it's fun to think about","no","english, spanish","single","i love cooking local food from the farmers market for the people in my life. as much as i love cooking, i will never say no to a nice dinner"
"51194",32,"thin","mostly vegetarian","socially",NA,"graduated from college/university","indian",64.04,NA,"artistic / musical / writer",2012-06-26 18:07:00,"san francisco, california","doesn't want kids","straight","likes dogs and likes cats",NA,"f","sagittarius and it's fun to think about","no","english (fluently), italian (okay), spanish (okay)","seeing someone","for the record, please take note that i'm seeing someone (which means i'm not amenable to polyamorous trysts or anything on the down low, ju"
"46699",28,NA,NA,"socially",NA,"working on high school","white",66.17,1000000,NA,2011-12-08 23:57:00,"san francisco, california",NA,"straight","likes dogs",NA,"f","libra and it's fun to think about",NA,"english (fluently), italian (fluently), french (poorly), spanish (okay), finnish (poorly)","single","i'm a traveller, actor, sewer, knitter, photographer. writer, reader, biker, cook, open minded thinker, italian speaker, tea and wine drinke"
"5862",42,"average","anything","socially","never","graduated from college/university","asian",62.07,NA,"banking / financial / real estate",2012-06-22 21:26:00,"san francisco, california","doesn't have kids, but might want them","straight","likes dogs and likes cats",NA,"f","pisces and it's fun to think about","no","english (fluently)","single","i'm maintaining a healthy lifestyle by eating healthy foods (when possible), exercising, and having some fun in life such as traveling to ne"
"9326",30,"a little extra","anything","socially","never","graduated from high school","white",71.07,NA,"computer / hardware / software",2012-06-29 18:03:00,"pinole, california","has a kid, and might want more","straight","likes dogs and dislikes cats","agnosticism","f","aquarius","yes","english (fluently)","single","i never know what to say on these things, but here goes. my name is carly & im looking to meet new people and possibly find mr. right !! a l"
"29362",26,"curvy","mostly anything","socially","never","graduated from masters program","white",61.09,30000,"clerical / administrative",2012-06-28 09:18:00,"san francisco, california","doesn't have kids","straight",NA,"catholicism and somewhat serious about it","f","aries and it's fun to think about","no","english, german (okay)","single",NA
"39989",28,"fit","strictly anything","socially","never","graduated from two-year college","hispanic / latin",62.12,NA,"medicine / health",2011-07-15 13:38:00,"san francisco, california",NA,"straight","has dogs and likes cats",NA,"f",NA,"no","english, spanish (okay)","single","i don't like talking about myself too much, but i think i'm pretty funny, smart and cute. i also think i'm pretty easy going and very calm m"
"19783",29,"average","mostly anything","socially","never","graduated from college/university",NA,64.92,NA,NA,2012-06-17 19:40:00,"san francisco, california","doesn't have kids","straight",NA,"catholicism but not too serious about it","f","aquarius but it doesn't matter","no","english, french, spanish","single","i grew up in the south of france and moved in sf almost 7 years ago to study. since then, i left once for 9 months to volunteer in guatemala"
"4389",23,"curvy",NA,"socially","never","graduated from two-year college",NA,67.05,NA,"medicine / health",2012-03-19 14:22:00,"san francisco, california","doesn't have kids, but wants them","straight",NA,"catholicism but not too serious about it","f","cancer and it's fun to think about","when drinking","english","single",NA
"27160",39,NA,NA,"socially","never","dropped out of masters program","white",65.88,NA,"other",2012-06-26 20:04:00,"san francisco, california",NA,"straight","likes dogs and likes cats","other but not too serious about it","f","gemini","no","english (fluently), polish (poorly), spanish (poorly)","single","i have a lot of nicknames, curly hair, and blue eyes. i can make fun and find joy in anything anywhere - a long walk, a big umbrella, a good"
"53281",23,"curvy","mostly anything","often","sometimes","working on college/university","white",64.07,NA,"student",2012-06-20 21:32:00,"san francisco, california",NA,"gay","likes dogs and likes cats","atheism but not too serious about it","f","taurus","sometimes","english (fluently), german (okay), swedish (poorly)","available","absurd literature fanatic.    i am amazingly silly. grew up in sweden, dc, new hampshire, and the bay area. odd, ridiculous, looking for fun"
"37369",36,"athletic",NA,"socially",NA,"working on college/university","black, native american, white",66.17,NA,"medicine / health",2012-05-30 21:17:00,"corte madera, california",NA,"straight","likes dogs and dislikes cats","christianity and laughing about it","f","taurus and it's fun to think about","no","english (fluently), french (okay), other (fluently)","single","i consider myself to be smart, funny, outgoing, and a little outspoken. if you're looking for a meek quiet girl who just stands on the side-"
"32615",29,"average","strictly anything","socially","sometimes","graduated from college/university","white",64.89,50000,"medicine / health",2012-06-22 08:59:00,"san francisco, california",NA,"gay","has dogs","atheism and laughing about it","f","leo and it's fun to think about",NA,"english","single","this profile's due for an update. after nearly 5 years of sf livin' i feel like a native. urban hikes, daytripping at the beach, catching a "
"3129",22,"average","mostly anything","socially",NA,"graduated from college/university","pacific islander, white",59.93,NA,"other",2012-06-30 00:08:00,"san leandro, california","doesn't have kids","straight","likes dogs and likes cats",NA,"f","libra","no","english (fluently), french (okay)","single","been home almost a year now after graduating from uc davis where i majored in english and minored in french. now i'm focusing on my career, "
"13495",23,NA,NA,"socially","never","working on two-year college","white",67.18,20000,"education / academia",2012-01-18 01:30:00,"san francisco, california",NA,"straight","likes dogs and likes cats","christianity but not too serious about it","f","scorpio and it's fun to think about","no","english (fluently)","single","my name is rachel. i like to be outdoors. i love to go fishing and camping and my new favorite activity is hiking. i love to laugh. i have a"
"19678",29,NA,"strictly anything","often","never","graduated from ph.d program",NA,67.09,NA,"science / tech / engineering",2012-06-29 23:07:00,"san francisco, california",NA,"straight","likes cats","atheism","f",NA,"no","english (fluently), french (poorly)","single","i just turned in my dissertation as of june 15, and as i'm writing this it hasn't quite sunk in that i have a real, honest-to-goodness ph.d."
"50165",33,"fit","strictly vegetarian","socially","never","graduated from masters program","indian",64.18,NA,"science / tech / engineering",2012-06-20 15:08:00,"oakland, california","doesn't have kids, but might want them","straight",NA,"hinduism and laughing about it","f",NA,"no","english (fluently), hindi (fluently), spanish (poorly)","single","i can be a study in contrasts, but by and large love to have fun, laugh, cook and bake when time permits or friends insist; hang out in the "
"2644",31,"fit","mostly anything","socially","never","graduated from college/university","white",67,NA,"sales / marketing / biz dev",2012-06-28 19:45:00,"san francisco, california","doesn't have kids","straight","likes dogs and likes cats","catholicism but not too serious about it","f","gemini and it's fun to think about","no","english","single","before i got into my life story, we should find out if we have common interest? i can hold my own, if its running, cooking, biking, disc gol"
